,going_out,gender,age,country,area,100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers	(a.k.a._mary_janes),any_full-sized_candy_bar,black_jacks,bonkers_(the_candy),bonkers_(the_board_game),bottle_caps,box'o'raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,"cash,_or_other_forms_of_legal_tender",chardonnay,chick-o-sticks_(we_don’t_know_what_that_is),chiclets,coffee_crisp,creepy_religious_comics/chick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n'_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hershey's_dark_chocolate,hershey’s_milk_chocolate,hershey's_kisses,hugs_(actual_physical_hugs),jolly_rancher_(bad_flavor),jolly_ranchers_(good_flavor),joyjoy_(mit_iodine!),junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffytaffy,lemonheads,licorice_(not_black),licorice_(yes_black),lindt_truffle,lollipops,mars,maynards,mike_and_ike,milk_duds,milky_way,regular_m&ms,peanut_m&m’s,blue_m&m's,red_m&m's,green_party_m&m's,independent_m&m's,abstained_from_m&m'ing.,minibags_of_chips,mint_kisses,mint_juleps,mr._goodbar,necco_wafers,nerds,nestle_crunch,now'n'laters,peeps,pencils,pixy_stix,real_housewives_of_orange_county_season_9_blue-ray,reese’s_peanut_butter_cups,reese's_pieces,reggie_jackson_bar,rolos,sandwich-sized_bags_filled_with_booberry_crunch,skittles,smarties_(american),smarties_(commonwealth),snickers,sourpatch_kids_(i.e._abominations_of_nature),spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums_(a_friend_to_diabetes),take_5,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,"vials_of_pure_high_fructose_corn_syrup,_for_main-lining_into_your_vein",vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties,dress,day
220,No,male,52,united kingdom,california,joy,despair,meh,despair,despair,meh,despair,despair,despair,despair,meh,despair,despair,meh,meh,despair,despair,despair,despair,despair,despair,despair,meh,despair,despair,despair,despair,despair,meh,meh,despair,despair,meh,meh,joy,joy,joy,despair,meh,despair,meh,despair,despair,despair,meh,despair,despair,despair,despair,joy,despair,meh,despair,despair,despair,meh,joy,meh,joy,joy,joy,joy,despair,despair,despair,despair,meh,despair,despair,joy,meh,despair,despair,despair,despair,joy,joy,meh,joy,despair,despair,despair,despair,meh,meh,despair,meh,meh,despair,despair,despair,despair,despair,meh,meh,despair,meh,despair,joy,despair,despair,meh,joy,White and gold,Friday
221,No,female,29,usa,california,joy,meh,joy,meh,meh,meh,despair,meh,despair,joy,joy,joy,joy,joy,joy,joy,meh,joy,joy,meh,meh,meh,joy,meh,meh,joy,meh,meh,meh,meh,meh,meh,joy,joy,joy,joy,meh,meh,joy,meh,joy,meh,meh,meh,joy,despair,joy,despair,joy,joy,meh,joy,meh,meh,despair,joy,joy,joy,joy,joy,meh,meh,meh,joy,joy,joy,joy,meh,joy,joy,meh,despair,meh,joy,despair,joy,joy,meh,despair,meh,despair,joy,meh,joy,joy,meh,meh,joy,meh,meh,joy,joy,meh,joy,joy,joy,joy,despair,meh,meh,meh,meh,joy,White and gold,Friday
222,No,male,38,usa,washington,meh,joy,joy,meh,joy,meh,joy,meh,despair,meh,joy,joy,meh,joy,joy,despair,despair,meh,despair,despair,despair,joy,joy,joy,meh,meh,meh,joy,meh,despair,joy,meh,joy,joy,joy,joy,joy,meh,joy,meh,joy,meh,despair,meh,joy,joy,joy,joy,joy,joy,joy,joy,meh,joy,joy,joy,joy,meh,joy,joy,joy,joy,meh,meh,meh,meh,meh,joy,joy,meh,joy,joy,meh,joy,despair,meh,meh,meh,joy,despair,joy,joy,joy,meh,joy,despair,joy,joy,joy,meh,meh,joy,joy,joy,joy,meh,joy,despair,despair,meh,meh,meh,joy,Blue and black,Friday
223,No,male,32,united kingdom,oregon,joy,despair,joy,meh,meh,joy,despair,despair,despair,joy,joy,meh,despair,joy,joy,despair,despair,despair,despair,despair,despair,despair,joy,meh,despair,despair,joy,meh,despair,despair,despair,joy,joy,despair,joy,joy,joy,despair,despair,despair,joy,meh,despair,despair,joy,meh,meh,joy,joy,meh,despair,meh,meh,meh,meh,joy,joy,joy,joy,joy,joy,joy,meh,despair,joy,joy,joy,joy,despair,meh,meh,despair,joy,despair,joy,joy,joy,meh,joy,despair,meh,despair,despair,joy,despair,meh,despair,despair,meh,despair,joy,despair,despair,joy,joy,despair,joy,despair,despair,joy,despair,despair,joy,White and gold,Friday
224,No,female,42,usa,north carolina,joy,despair,joy,meh,meh,joy,despair,meh,despair,joy,joy,joy,meh,joy,joy,joy,meh,despair,meh,despair,meh,despair,joy,despair,despair,meh,meh,despair,despair,joy,despair,joy,joy,joy,despair,joy,joy,despair,joy,despair,joy,meh,despair,joy,joy,despair,joy,joy,despair,meh,meh,joy,despair,joy,joy,joy,joy,meh,joy,meh,joy,joy,joy,joy,meh,joy,despair,despair,joy,meh,meh,despair,joy,despair,despair,joy,meh,joy,joy,despair,joy,joy,meh,joy,meh,despair,meh,meh,joy,meh,joy,joy,meh,joy,joy,meh,joy,despair,despair,joy,despair,meh,joy,White and gold,Friday
225,No,male,54,usa,pennsylvania,joy,meh,meh,meh,meh,meh,joy,meh,despair,meh,joy,meh,meh,joy,joy,joy,joy,joy,meh,joy,meh,meh,joy,meh,meh,meh,joy,meh,despair,meh,meh,meh,joy,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,joy,joy,meh,meh,joy,joy,joy,meh,meh,joy,joy,joy,joy,joy,joy,joy,joy,meh,meh,meh,meh,joy,joy,meh,joy,joy,despair,meh,joy,despair,meh,meh,joy,joy,joy,joy,meh,meh,joy,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,despair,joy,joy,meh,meh,joy,White and gold,Friday
226,Yes,male,38,canada,ontario,joy,despair,joy,meh,meh,meh,despair,joy,despair,joy,meh,meh,despair,meh,joy,joy,despair,despair,joy,meh,meh,meh,joy,despair,despair,joy,meh,meh,despair,meh,meh,despair,joy,joy,meh,meh,despair,despair,joy,despair,joy,joy,despair,meh,joy,despair,joy,meh,meh,joy,despair,joy,despair,despair,despair,joy,joy,joy,meh,meh,meh,meh,meh,despair,despair,joy,joy,despair,meh,joy,meh,despair,meh,meh,despair,joy,joy,meh,meh,despair,joy,despair,joy,joy,despair,despair,despair,despair,joy,despair,meh,meh,despair,joy,joy,despair,joy,despair,joy,meh,despair,despair,joy,White and gold,Sunday
227,Yes,male,53,usa,pennsylvania,meh,joy,joy,joy,meh,joy,joy,despair,despair,meh,despair,despair,joy,despair,joy,joy,meh,meh,meh,joy,joy,meh,joy,despair,despair,meh,meh,joy,meh,joy,joy,meh,despair,joy,joy,joy,joy,joy,joy,meh,meh,meh,despair,meh,meh,joy,joy,joy,joy,joy,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,meh,meh,meh,meh,meh,meh,joy,despair,joy,joy,joy,despair,joy,joy,despair,joy,joy,joy,joy,despair,joy,joy,meh,joy,meh,meh,joy,joy,joy,meh,meh,meh,despair,joy,joy,meh,joy,despair,despair,joy,despair,joy,despair,White and gold,Friday
228,No,male,30,canada,alberta,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
229,No,female,34,usa,alabama,meh,despair,joy,meh,despair,meh,despair,despair,despair,despair,despair,despair,despair,despair,meh,joy,despair,despair,despair,despair,despair,despair,meh,meh,despair,despair,meh,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,joy,joy,despair,despair,meh,despair,meh,despair,despair,despair,despair,despair,despair,despair,meh,meh,meh,meh,meh,meh,despair,despair,joy,joy,despair,meh,joy,despair,despair,despair,despair,joy,joy,joy,despair,despair,despair,despair,despair,despair,joy,meh,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,joy,despair,joy,despair,despair,despair,meh,White and gold,Sunday
230,No,female,40,usa,georgia,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
231,No,male,54,usa,colorado,joy,despair,joy,meh,despair,meh,despair,despair,despair,joy,joy,despair,despair,despair,joy,joy,meh,joy,meh,joy,despair,despair,joy,despair,despair,despair,meh,joy,despair,despair,despair,despair,joy,despair,despair,despair,joy,despair,despair,meh,joy,meh,despair,meh,joy,despair,despair,despair,joy,joy,despair,joy,meh,joy,despair,joy,joy,joy,joy,joy,joy,despair,joy,despair,joy,joy,joy,joy,despair,joy,despair,despair,despair,joy,despair,joy,joy,despair,despair,despair,joy,joy,meh,joy,despair,despair,joy,joy,despair,joy,joy,joy,despair,joy,joy,despair,joy,despair,joy,meh,despair,despair,joy,White and gold,Sunday
232,No,female,39,usa,orange county,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
233,No,female,40,usa,georgia,meh,meh,joy,despair,meh,meh,meh,meh,despair,joy,joy,meh,despair,meh,joy,joy,despair,despair,meh,despair,despair,meh,joy,meh,despair,joy,meh,meh,despair,joy,meh,joy,meh,joy,meh,meh,meh,meh,meh,meh,joy,meh,meh,joy,joy,meh,joy,joy,despair,joy,meh,meh,meh,meh,joy,joy,joy,joy,joy,joy,joy,joy,meh,meh,joy,joy,meh,meh,joy,joy,joy,meh,meh,meh,despair,joy,joy,meh,meh,meh,joy,meh,meh,joy,joy,despair,meh,joy,joy,meh,meh,despair,despair,joy,joy,meh,joy,meh,despair,meh,despair,despair,joy,White and gold,Friday
234,No,male,32,usa,california,meh,despair,joy,despair,meh,despair,meh,despair,despair,meh,joy,meh,meh,joy,joy,despair,despair,meh,meh,despair,despair,meh,joy,meh,despair,meh,meh,despair,despair,joy,meh,despair,meh,meh,meh,meh,despair,despair,despair,despair,meh,meh,despair,joy,joy,meh,meh,joy,despair,joy,meh,meh,despair,joy,meh,joy,joy,joy,joy,joy,joy,joy,despair,despair,meh,despair,joy,meh,joy,joy,meh,meh,despair,meh,despair,joy,joy,meh,meh,despair,joy,joy,joy,joy,joy,despair,joy,joy,despair,joy,joy,meh,despair,joy,joy,despair,meh,despair,despair,joy,despair,despair,meh,Blue and black,Sunday
235,Yes,male,33,united kingdom,nope,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
236,No,female,28,usa,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,Blue and black,Sunday
237,No,male,30,canada,manitoba,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
238,No,male,62,usa,texas,joy,meh,joy,meh,meh,meh,despair,meh,despair,joy,despair,despair,meh,meh,joy,meh,meh,meh,meh,despair,despair,despair,joy,meh,despair,meh,meh,joy,despair,despair,meh,meh,joy,joy,joy,joy,joy,meh,joy,meh,meh,despair,despair,despair,joy,meh,joy,meh,joy,joy,meh,joy,meh,meh,joy,joy,joy,joy,joy,joy,joy,meh,meh,meh,meh,joy,joy,meh,meh,joy,meh,despair,despair,meh,despair,joy,joy,joy,joy,despair,meh,meh,meh,joy,despair,despair,meh,joy,despair,meh,meh,meh,despair,joy,joy,meh,joy,despair,joy,joy,despair,despair,meh,White and gold,Sunday
239,No,male,31,usa,colorado,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
240,No,male,36,usa,ohio,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
241,No,male,49,usa,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
242,No,male,38,finland,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
243,No,female,44,usa,california,joy,meh,joy,meh,meh,meh,despair,despair,despair,meh,meh,joy,despair,joy,joy,joy,joy,joy,joy,joy,despair,despair,joy,joy,despair,joy,meh,meh,despair,joy,meh,joy,meh,despair,despair,despair,joy,despair,joy,despair,joy,despair,despair,joy,meh,meh,meh,meh,meh,joy,joy,joy,meh,meh,joy,joy,meh,joy,meh,meh,joy,meh,meh,joy,despair,joy,joy,despair,meh,despair,meh,despair,despair,meh,despair,joy,joy,meh,meh,meh,joy,despair,despair,joy,joy,despair,meh,meh,joy,despair,despair,despair,despair,meh,joy,despair,meh,joy,despair,despair,despair,despair,joy,Blue and black,Sunday
244,No,female,44,canada,british columbia,despair,despair,joy,meh,meh,despair,meh,despair,despair,joy,despair,meh,meh,meh,joy,joy,despair,despair,joy,despair,despair,despair,joy,joy,despair,meh,despair,meh,despair,joy,meh,despair,despair,meh,joy,joy,joy,meh,joy,despair,meh,despair,despair,despair,joy,despair,joy,meh,joy,joy,meh,meh,joy,joy,joy,joy,joy,meh,meh,meh,meh,despair,despair,meh,meh,despair,despair,despair,joy,joy,despair,despair,despair,meh,despair,joy,joy,despair,joy,despair,meh,meh,meh,joy,joy,joy,joy,joy,meh,meh,despair,despair,despair,meh,joy,despair,meh,joy,joy,meh,despair,despair,despair,White and gold,Sunday
245,No,male,52,usa,illinois,meh,joy,joy,meh,meh,meh,joy,despair,despair,joy,joy,meh,despair,joy,joy,despair,despair,despair,despair,despair,despair,despair,joy,meh,despair,joy,despair,despair,despair,joy,meh,meh,joy,meh,joy,meh,despair,meh,joy,despair,joy,despair,despair,meh,joy,meh,joy,joy,joy,joy,joy,joy,meh,meh,joy,joy,meh,joy,joy,joy,joy,meh,despair,despair,joy,joy,joy,despair,despair,joy,despair,despair,despair,joy,despair,joy,joy,meh,joy,despair,joy,joy,despair,joy,meh,despair,joy,joy,joy,joy,despair,despair,joy,despair,joy,despair,joy,despair,despair,meh,despair,despair,joy,White and gold,Sunday
246,No,male,51,usa,california,meh,joy,joy,despair,meh,joy,joy,meh,despair,joy,joy,joy,despair,meh,meh,meh,joy,joy,meh,despair,despair,meh,joy,despair,despair,joy,meh,meh,despair,despair,joy,despair,meh,joy,joy,joy,despair,despair,despair,despair,joy,despair,despair,meh,joy,meh,joy,joy,meh,joy,despair,joy,despair,meh,joy,joy,joy,joy,joy,joy,joy,despair,despair,joy,joy,despair,joy,joy,joy,joy,joy,joy,meh,meh,despair,joy,joy,despair,meh,despair,joy,joy,meh,joy,joy,despair,joy,joy,joy,joy,meh,meh,joy,joy,joy,despair,joy,despair,despair,joy,despair,despair,joy,White and gold,Friday
247,No,male,41,usa,california,meh,despair,joy,joy,joy,meh,joy,despair,despair,joy,despair,despair,despair,meh,joy,meh,meh,meh,despair,joy,despair,meh,meh,despair,meh,joy,despair,despair,despair,despair,meh,despair,meh,joy,despair,despair,despair,despair,joy,meh,meh,despair,despair,joy,joy,despair,joy,meh,meh,joy,joy,meh,despair,despair,joy,joy,meh,joy,joy,meh,meh,despair,despair,meh,despair,meh,meh,despair,meh,joy,joy,despair,meh,joy,meh,joy,despair,despair,despair,meh,meh,despair,despair,joy,despair,meh,despair,meh,despair,despair,meh,meh,despair,joy,joy,despair,joy,despair,joy,meh,despair,despair,despair,White and gold,Sunday
248,No,male,52,usa,virginia,joy,meh,joy,despair,meh,despair,joy,despair,despair,joy,despair,despair,despair,meh,joy,joy,despair,meh,meh,joy,despair,despair,joy,meh,despair,despair,meh,despair,despair,meh,despair,meh,joy,meh,joy,joy,despair,despair,meh,joy,meh,meh,despair,despair,despair,despair,despair,despair,despair,meh,despair,joy,despair,despair,meh,despair,meh,joy,meh,meh,meh,meh,despair,meh,despair,joy,joy,despair,meh,joy,despair,despair,despair,joy,despair,joy,despair,meh,meh,meh,despair,joy,meh,joy,meh,despair,despair,joy,despair,joy,joy,meh,despair,meh,meh,despair,meh,despair,joy,joy,despair,despair,joy,White and gold,Friday
249,No,female,37,usa,california,meh,meh,joy,despair,despair,meh,meh,despair,despair,joy,despair,despair,despair,meh,joy,despair,despair,meh,meh,despair,despair,joy,meh,despair,despair,joy,despair,joy,despair,despair,despair,despair,joy,meh,joy,despair,despair,meh,joy,despair,despair,despair,despair,meh,joy,joy,despair,meh,meh,joy,despair,despair,despair,meh,joy,meh,meh,meh,meh,meh,meh,meh,despair,despair,despair,despair,meh,despair,meh,joy,joy,despair,joy,meh,despair,joy,joy,despair,joy,despair,joy,joy,meh,joy,meh,despair,joy,meh,meh,despair,meh,meh,despair,joy,joy,despair,joy,despair,despair,despair,despair,despair,despair,White and gold,Friday
250,No,male,57,usa,south carolina,meh,joy,joy,despair,meh,meh,meh,meh,despair,despair,despair,meh,despair,meh,joy,joy,meh,meh,meh,despair,despair,meh,joy,meh,despair,meh,joy,meh,despair,joy,despair,meh,meh,joy,joy,joy,despair,despair,meh,meh,despair,despair,despair,despair,joy,meh,meh,meh,despair,joy,meh,meh,meh,meh,joy,meh,joy,joy,joy,meh,joy,joy,meh,meh,meh,joy,joy,meh,meh,joy,meh,despair,despair,meh,despair,joy,joy,meh,meh,meh,meh,meh,meh,joy,meh,despair,meh,meh,joy,meh,meh,despair,despair,meh,joy,joy,joy,despair,despair,joy,despair,despair,despair,Blue and black,Friday
251,No,male,65,usa,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
252,No,male,44,usa,utah,meh,despair,joy,despair,despair,despair,meh,despair,despair,joy,despair,meh,meh,meh,joy,joy,despair,joy,despair,joy,despair,despair,despair,despair,despair,meh,joy,despair,despair,meh,joy,despair,joy,joy,meh,meh,meh,meh,joy,despair,joy,despair,despair,despair,joy,meh,joy,meh,despair,meh,joy,joy,despair,meh,despair,meh,meh,joy,meh,meh,meh,meh,meh,despair,meh,joy,joy,despair,joy,meh,despair,despair,despair,despair,despair,joy,joy,despair,meh,despair,joy,meh,meh,joy,meh,despair,joy,joy,despair,meh,meh,joy,despair,meh,meh,meh,joy,despair,joy,joy,despair,despair,joy,White and gold,Friday
253,No,male,60,usa,massachusetts,meh,despair,joy,meh,meh,despair,meh,despair,despair,joy,joy,meh,despair,joy,joy,meh,despair,meh,meh,despair,despair,joy,joy,meh,meh,meh,despair,meh,despair,despair,meh,meh,joy,joy,joy,joy,joy,despair,joy,meh,joy,meh,despair,despair,joy,meh,meh,meh,meh,joy,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,joy,despair,despair,meh,meh,meh,joy,joy,meh,joy,meh,meh,despair,meh,despair,joy,joy,meh,joy,meh,meh,joy,meh,joy,despair,despair,meh,joy,meh,meh,meh,meh,despair,joy,joy,meh,joy,meh,meh,meh,despair,despair,joy,White and gold,Sunday
254,No,male,42,usa,massachusetts,joy,despair,joy,despair,meh,meh,joy,despair,meh,joy,despair,meh,despair,joy,joy,joy,despair,meh,joy,joy,despair,meh,joy,despair,despair,despair,despair,meh,despair,joy,despair,despair,joy,joy,joy,joy,meh,despair,despair,despair,joy,despair,despair,joy,joy,despair,meh,meh,despair,joy,despair,joy,despair,meh,joy,joy,joy,joy,joy,joy,joy,joy,despair,despair,joy,joy,meh,joy,joy,joy,despair,meh,despair,meh,despair,joy,joy,despair,joy,despair,meh,joy,joy,joy,joy,despair,meh,joy,joy,despair,meh,meh,joy,joy,joy,despair,joy,joy,joy,joy,despair,despair,joy,White and gold,Friday
255,No,male,39,mexico,california,joy,despair,joy,despair,meh,despair,despair,joy,despair,meh,joy,despair,meh,meh,joy,joy,joy,joy,despair,despair,despair,despair,joy,meh,despair,meh,meh,meh,meh,joy,joy,meh,joy,joy,joy,joy,despair,despair,joy,despair,joy,despair,despair,meh,joy,despair,joy,despair,despair,joy,joy,meh,meh,meh,joy,joy,joy,joy,joy,joy,meh,meh,meh,joy,joy,joy,joy,joy,joy,joy,despair,despair,despair,joy,despair,joy,joy,meh,joy,meh,despair,joy,meh,joy,meh,meh,meh,joy,despair,despair,despair,joy,despair,joy,joy,joy,joy,despair,despair,meh,despair,despair,joy,White and gold,Friday
256,No,female,57,usa,indiana,meh,despair,joy,meh,meh,meh,meh,meh,despair,meh,joy,despair,despair,joy,meh,joy,meh,despair,joy,despair,despair,despair,joy,despair,meh,meh,joy,joy,despair,meh,meh,meh,joy,joy,joy,joy,meh,meh,meh,meh,joy,meh,despair,joy,joy,despair,joy,meh,joy,joy,meh,joy,meh,meh,meh,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,despair,meh,joy,meh,meh,meh,joy,despair,joy,meh,meh,joy,despair,meh,meh,meh,joy,despair,despair,meh,joy,meh,meh,meh,meh,despair,joy,joy,meh,joy,despair,meh,joy,despair,despair,joy,White and gold,Sunday
257,No,male,36,usa,michigan,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
